result_file,Configuration Name,mode_top2.QOS_CONFIG:4,mode_top2.DDR0_ECC_EN:1,mode_task_0.ENABLE:1,mode_task_1.ENABLE:1,mode_task_2.ENABLE:1,mode_task_3.ENABLE:1,mode_task_4.ENABLE:1,mode_task_5.ENABLE:1,mode_task_6.ENABLE:1,mode_task_7.ENABLE:1,mode_task_8.ENABLE:1,mode_task_9.ENABLE:1,mode_task_0.TASK_ID:6,mode_task_1.TASK_ID:6,mode_task_2.TASK_ID:6,mode_task_3.TASK_ID:6,mode_task_4.TASK_ID:6,mode_task_5.TASK_ID:6,mode_task_6.TASK_ID:6,mode_task_7.TASK_ID:6,mode_task_8.TASK_ID:6,mode_task_9.TASK_ID:6,mode_task_0.TASK_INST:2,mode_task_1.TASK_INST:2,mode_task_2.TASK_INST:2,mode_task_3.TASK_INST:2,mode_task_4.TASK_INST:2,mode_task_5.TASK_INST:2,mode_task_6.TASK_INST:2,mode_task_7.TASK_INST:2,mode_task_8.TASK_INST:2,mode_task_9.TASK_INST:2,mode_task_user_0.ACCEL_LOAD_TYPE:4,mode_task_user_1.ACCEL_LOAD_TYPE:4,mode_task_user_2.ACCEL_LOAD_TYPE:4,mode_task_user_3.ACCEL_LOAD_TYPE:4,mode_task_user_4.ACCEL_LOAD_TYPE:4,mode_task_user_5.ACCEL_LOAD_TYPE:4,mode_task_user_6.ACCEL_LOAD_TYPE:4,mode_task_user_7.ACCEL_LOAD_TYPE:4,mode_task_user_8.ACCEL_LOAD_TYPE:4,mode_task_user_9.ACCEL_LOAD_TYPE:4,mode_ch_0_0.ENABLE:1,mode_ch_1_0.ENABLE:1,mode_ch_2_0.ENABLE:1,mode_ch_3_0.ENABLE:1,mode_ch_4_0.ENABLE:1,mode_ch_5_0.ENABLE:1,mode_ch_6_0.ENABLE:1,mode_ch_7_0.ENABLE:1,mode_ch_8_0.ENABLE:1,mode_ch_9_0.ENABLE:1,mode_ch_0_0.SRC_MEM:6,mode_ch_1_0.SRC_MEM:6,mode_ch_2_0.SRC_MEM:6,mode_ch_3_0.SRC_MEM:6,mode_ch_4_0.SRC_MEM:6,mode_ch_5_0.SRC_MEM:6,mode_ch_6_0.SRC_MEM:6,mode_ch_7_0.SRC_MEM:6,mode_ch_8_0.SRC_MEM:6,mode_ch_9_0.SRC_MEM:6,mode_ch_0_0.DEST_MEM:6,mode_ch_1_0.DEST_MEM:6,mode_ch_2_0.DEST_MEM:6,mode_ch_3_0.DEST_MEM:6,mode_ch_4_0.DEST_MEM:6,mode_ch_5_0.DEST_MEM:6,mode_ch_6_0.DEST_MEM:6,mode_ch_7_0.DEST_MEM:6,mode_ch_8_0.DEST_MEM:6,mode_ch_9_0.DEST_MEM:6,mode_ch_0_0.BURST_SIZE:8,mode_ch_1_0.BURST_SIZE:8,mode_ch_2_0.BURST_SIZE:8,mode_ch_3_0.BURST_SIZE:8,mode_ch_4_0.BURST_SIZE:8,mode_ch_5_0.BURST_SIZE:8,mode_ch_6_0.BURST_SIZE:8,mode_ch_7_0.BURST_SIZE:8,mode_ch_8_0.BURST_SIZE:8,mode_ch_9_0.BURST_SIZE:8,mode_ch_user_0_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_1_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_2_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_3_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_4_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_5_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_6_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_7_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_8_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_9_0.SR_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_0_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_1_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_2_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_3_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_4_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_5_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_6_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_7_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_8_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_9_0.DES_MEM_ADDR_ROLLBACK_EN:1,mode_ch_user_0_0.BURST_MULTIPLIER:14,mode_ch_user_1_0.BURST_MULTIPLIER:14,mode_ch_user_2_0.BURST_MULTIPLIER:14,mode_ch_user_3_0.BURST_MULTIPLIER:14,mode_ch_user_4_0.BURST_MULTIPLIER:14,mode_ch_user_5_0.BURST_MULTIPLIER:14,mode_ch_user_6_0.BURST_MULTIPLIER:14,mode_ch_user_7_0.BURST_MULTIPLIER:14,mode_ch_user_8_0.BURST_MULTIPLIER:14,mode_ch_user_9_0.BURST_MULTIPLIER:14,data_size_0_0.BYTES,data_size_1_0.BYTES,data_size_2_0.BYTES,data_size_3_0.BYTES,data_size_4_0.BYTES,data_size_5_0.BYTES,data_size_6_0.BYTES,data_size_7_0.BYTES,data_size_8_0.BYTES,data_size_9_0.BYTES,time_target_0_0.MICROSEC,time_target_1_0.MICROSEC,time_target_2_0.MICROSEC,time_target_3_0.MICROSEC,time_target_4_0.MICROSEC,time_target_5_0.MICROSEC,time_target_6_0.MICROSEC,time_target_7_0.MICROSEC,time_target_8_0.MICROSEC,time_target_9_0.MICROSEC,TASK_Throughput_0,TASK_Throughput_1,TASK_Throughput_2,TASK_Throughput_3,TASK_Throughput_4,TASK_Throughput_5,TASK_Throughput_6,TASK_Throughput_7,TASK_Throughput_8,TASK_Throughput_9,Test Status
S32G398_Rev1_0_res_02C10_tst01_Ver01_ddrc_allCores_SRAM_2022_02_02,03_A53.M7.-DRAMC-rd,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,8388608,8388608,8388608,8388608,8388608,8388608,8388608,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1054.24,1058.1,1057.97,1063.06,1065.22,1062.39,1064,148.85,149.1,149.42,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver01_ddrc_allCores_SRAM_2022_02_02,03_A53.M7.-DRAMC-rd,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,8388608,8388608,8388608,8388608,8388608,8388608,8388608,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1059.17,1063.06,1059.17,1066.57,1067.39,1049.49,1064.54,148.92,149.18,149.49,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,01_A53.M7.-DRAMC-cp,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,261.64,261.64,261.64,222.42,222.4,222.4,222.49,55.13,55.15,55.16,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,01_A53.M7.-DRAMC-cp,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,261.68,261.67,261.68,222.41,222.34,222.34,222.44,55.45,55.1,55.35,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,01_A53.M7.-DRAMC-cp,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,449.81,449.44,448.92,384.78,384.63,383.83,384.35,87.42,86.83,87.95,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,01_A53.M7.-DRAMC-cp,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,453.77,453.24,453.01,390.12,389.57,389.21,389.46,88.08,88.03,88.49,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,02_A53.M7.-DRAMC-wr,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,92274688,92274688,92274688,83886080,83886080,83886080,83886080,100663296,100663296,100663296,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1796.87,1789.27,1797.05,1564.02,1557.02,1557.25,1502.63,884.49,884.46,962.33,Fail
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,02_A53.M7.-DRAMC-wr,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,92274688,92274688,92274688,83886080,83886080,83886080,83886080,100663296,100663296,100663296,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1770.8,1762.92,1770.46,1542.36,1535.33,1535.5,1482.35,875.86,875.83,952.14,Fail
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,02_A53.M7.-DRAMC-wr,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,808.28,803.57,808.59,629.87,624.2,624.15,629.92,691.39,691.27,691.27,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,02_A53.M7.-DRAMC-wr,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,804.31,799.34,804.37,626.25,621.01,620.96,626.44,690.14,690.02,690.08,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,03_A53.M7.-DRAMC-rd,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,12582912,12582912,12582912,12582912,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,828.42,830.06,827.71,829.62,828.7,829.68,829.68,112.21,112.36,112.71,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,03_A53.M7.-DRAMC-rd,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,12582912,12582912,12582912,12582912,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,830.94,830.06,829.95,830.94,830.66,827.71,828.8,112.21,112.36,112.6,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,03_A53.M7.-DRAMC-rd,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,12582912,12582912,12582912,12582912,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1059.7,1068.61,1061.49,1062.3,1066.62,1066.35,1068.88,140.22,140.47,140.87,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver02_ddrc_allCores_SRAM_2022_02_03.xlsx,03_A53.M7.-DRAMC-rd,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,12582912,12582912,12582912,12582912,1835008,1835008,1835008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1068.79,1062.93,1062.39,1067.07,1060.42,1063.82,1043.36,140.45,140.76,141.1,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,01_A53.M7.-DRAMC-cp,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,261.87,261.87,261.87,222.67,222.65,222.66,222.72,55.28,55.28,55.33,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,01_A53.M7.-DRAMC-cp,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,261.57,261.59,261.59,222.41,222.38,222.38,222.46,54.79,55.14,55.25,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,01_A53.M7.-DRAMC-cp,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,453.24,452.62,452.3,388.76,388.71,388.06,388.66,88.38,88.48,88.35,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,01_A53.M7.-DRAMC-cp,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,12582912,12582912,12582912,10485760,10485760,10485760,10485760,2752512,2752512,2752512,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,453.96,453.49,453.1,389.15,388.78,388.39,388.51,88.11,87.75,88.18,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,02_A53.M7.-DRAMC-wr,2,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,92274688,92274688,92274688,83886080,83886080,83886080,83886080,100663296,100663296,100663296,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,599.86,606.46,609.12,539.94,537.41,537.59,540.23,694.47,694.3,665.79,Fail
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,02_A53.M7.-DRAMC-wr,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,92274688,92274688,92274688,83886080,83886080,83886080,83886080,100663296,100663296,100663296,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,594.17,599.7,602.86,534.02,531.44,531.64,534.24,682.39,682.28,654.7,Fail
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,02_A53.M7.-DRAMC-wr,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,808.52,803.75,808.77,629.78,624.43,624.2,630.01,691.33,691.22,691.27,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,02_A53.M7.-DRAMC-wr,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,811.78,807.53,812.6,632.96,627.19,627.09,632.72,692.24,692.13,692.24,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,03_A53.M7.-DRAM-wr,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,815.25,812.28,814.87,640.89,636.18,636.66,640.69,678.8,678.69,678.74,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,03_A53.M7.-DRAM-wr,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,808.9,806.29,809.27,635.84,631.67,631.96,636.18,678.58,678.42,678.53,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,04_A53.M7.-DRAMx-wr,2,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,7,7,3,7,3,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,821.25,1038.3,821.06,672,667.78,681.89,689.29,654.44,654.59,654.54,Pass
S32G398_Rev1_0_res_02C10_tst01_Ver03_ddrc_allCores_SRAM_2022_02_03,04_A53.M7.-DRAMx-wr,1,0,1,1,1,1,1,1,1,1,1,1,10,10,10,11,11,11,11,9,9,9,1,2,3,0,1,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,7,7,3,7,3,128,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4095,4095,4095,4095,4095,4095,4095,255,255,255,10485760,10485760,10485760,8388608,8388608,8388608,8388608,8388608,8388608,8388608,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,814.62,1042.53,814.62,667.25,662.92,678.47,685.74,653.32,653.42,653.37,Pass
